InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
556953,48185,DOORMAT FAIRY CAKE,2,6/16/2011 8:16,7.95,14911.0,EIRE
556953,48188,DOORMAT WELCOME PUPPIES,2,6/16/2011 8:16,7.95,14911.0,EIRE
556953,84968D,SET OF 16 VINTAGE RED CUTLERY,2,6/16/2011 8:16,12.75,14911.0,EIRE
556953,84968A,SET OF 16 VINTAGE ROSE CUTLERY,3,6/16/2011 8:16,12.75,14911.0,EIRE
556953,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,3,6/16/2011 8:16,12.75,14911.0,EIRE
556953,21470,FLOWER VINE RAFFIA FOOD COVER,6,6/16/2011 8:16,3.75,14911.0,EIRE
557136,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,24,6/17/2011 9:23,1.25,14911.0,EIRE
557136,21668,RED STRIPE CERAMIC DRAWER KNOB,24,6/17/2011 9:23,1.25,14911.0,EIRE
557136,22197,POPCORN HOLDER,24,6/17/2011 9:23,0.85,14911.0,EIRE
557136,20867,PINK ROSE FABRIC MIRROR,12,6/17/2011 9:23,1.25,14911.0,EIRE
557136,85066,CREAM SWEETHEART MINI CHEST,2,6/17/2011 9:23,12.75,14911.0,EIRE
557136,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,6/17/2011 9:23,2.95,14911.0,EIRE
557136,21441,BLUE BIRDHOUSE DECORATION,12,6/17/2011 9:23,0.85,14911.0,EIRE
557136,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,6/17/2011 9:23,0.85,14911.0,EIRE
557136,23108,SET OF 10 LED DOLLY LIGHTS,2,6/17/2011 9:23,6.25,14911.0,EIRE
557136,22630,DOLLY GIRL LUNCH BOX,12,6/17/2011 9:23,1.95,14911.0,EIRE
557136,22631,CIRCUS PARADE LUNCH BOX ,12,6/17/2011 9:23,1.95,14911.0,EIRE
557136,22760,"TRAY, BREAKFAST IN BED",1,6/17/2011 9:23,12.75,14911.0,EIRE
557136,23112,PARISIENNE CURIO CABINET,2,6/17/2011 9:23,7.5,14911.0,EIRE
557136,21984,PACK OF 12 PINK PAISLEY TISSUES ,24,6/17/2011 9:23,0.29,14911.0,EIRE
557136,21270,ANTIQUE CREAM CUTLERY CUPBOARD,1,6/17/2011 9:23,12.75,14911.0,EIRE
557136,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,6/17/2011 9:23,14.95,14911.0,EIRE
557136,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,6/17/2011 9:23,3.75,14911.0,EIRE
557136,22211,WOOD STAMP SET FLOWERS,12,6/17/2011 9:23,0.83,14911.0,EIRE
557136,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,6/17/2011 9:23,2.95,14911.0,EIRE
557136,22556,PLASTERS IN TIN CIRCUS PARADE ,12,6/17/2011 9:23,1.65,14911.0,EIRE
557136,21212,PACK OF 72 RETROSPOT CAKE CASES,24,6/17/2011 9:23,0.55,14911.0,EIRE
557136,85099B,JUMBO BAG RED RETROSPOT,10,6/17/2011 9:23,2.08,14911.0,EIRE
557136,22435,SET OF 9 HEART SHAPED BALLOONS,12,6/17/2011 9:23,1.25,14911.0,EIRE
557136,48194,DOORMAT HEARTS,2,6/17/2011 9:23,7.95,14911.0,EIRE
557136,22740,POLKADOT PEN,48,6/17/2011 9:23,0.85,14911.0,EIRE
557136,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,6/17/2011 9:23,7.95,14911.0,EIRE
557136,22191,IVORY DINER WALL CLOCK,2,6/17/2011 9:23,8.5,14911.0,EIRE
557136,23159,SET OF 5 PANCAKE DAY MAGNETS,12,6/17/2011 9:23,2.08,14911.0,EIRE
557136,22624,IVORY KITCHEN SCALES,2,6/17/2011 9:23,8.5,14911.0,EIRE
557136,85049E,SCANDINAVIAN REDS RIBBONS,12,6/17/2011 9:23,1.25,14911.0,EIRE
557136,85049C,ROMANTIC PINKS RIBBONS ,12,6/17/2011 9:23,1.25,14911.0,EIRE
557136,22082,RIBBON REEL STRIPES DESIGN ,10,6/17/2011 9:23,1.65,14911.0,EIRE
557136,C2,CARRIAGE,1,6/17/2011 9:23,50.0,14911.0,EIRE
557318,22705,WRAP GREEN PEARS ,25,6/19/2011 16:11,0.42,14911.0,EIRE
557318,21713,CITRONELLA CANDLE FLOWERPOT,8,6/19/2011 16:11,2.1,14911.0,EIRE
557318,22960,JAM MAKING SET WITH JARS,6,6/19/2011 16:11,4.25,14911.0,EIRE
557318,22079,RIBBON REEL HEARTS DESIGN ,10,6/19/2011 16:11,1.65,14911.0,EIRE
557318,21411,GINGHAM HEART  DOORSTOP RED,3,6/19/2011 16:11,4.25,14911.0,EIRE
557318,22767,TRIPLE PHOTO FRAME CORNICE ,2,6/19/2011 16:11,9.95,14911.0,EIRE
557318,22768,FAMILY PHOTO FRAME CORNICE,2,6/19/2011 16:11,9.95,14911.0,EIRE
557318,84712B,PINK JEWELLED PHOTO FRAME,2,6/19/2011 16:11,7.95,14911.0,EIRE
557318,22427,ENAMEL FLOWER JUG CREAM,3,6/19/2011 16:11,5.95,14911.0,EIRE
557318,21471,STRAWBERRY RAFFIA FOOD COVER,6,6/19/2011 16:11,3.75,14911.0,EIRE
557318,21470,FLOWER VINE RAFFIA FOOD COVER,6,6/19/2011 16:11,3.75,14911.0,EIRE
557318,84658,WHITE STITCHED CUSHION COVER,4,6/19/2011 16:11,6.95,14911.0,EIRE
557318,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,6/19/2011 16:11,4.15,14911.0,EIRE
557318,C2,CARRIAGE,1,6/19/2011 16:11,50.0,14911.0,EIRE
557605,C2,CARRIAGE,1,6/21/2011 12:06,25.0,14911.0,EIRE
557605,22698,PINK REGENCY TEACUP AND SAUCER,24,6/21/2011 12:06,2.55,14911.0,EIRE
557605,22697,GREEN REGENCY TEACUP AND SAUCER,24,6/21/2011 12:06,2.55,14911.0,EIRE
557742,84970S,HANGING HEART ZINC T-LIGHT HOLDER,36,6/22/2011 11:46,0.85,14911.0,EIRE
557742,22561,WOODEN SCHOOL COLOURING SET,12,6/22/2011 11:46,1.65,14911.0,EIRE
557742,22443,GROW YOUR OWN HERBS SET OF 3,6,6/22/2011 11:46,7.95,14911.0,EIRE
557742,23168,CLASSIC CAFE SUGAR DISPENSER,12,6/22/2011 11:46,1.25,14911.0,EIRE
557742,21084,SET/6 COLLAGE PAPER CUPS,24,6/22/2011 11:46,0.19,14911.0,EIRE
557742,21090,SET/6 COLLAGE PAPER PLATES,24,6/22/2011 11:46,0.39,14911.0,EIRE
557742,84944,SET OF 6 KASHMIR FOLKART BAUBLES,24,6/22/2011 11:46,1.65,14911.0,EIRE
557742,C2,CARRIAGE,1,6/22/2011 11:46,50.0,14911.0,EIRE
557742,23249,VINTAGE RED ENAMEL TRIM PLATE,12,6/22/2011 11:46,1.65,14911.0,EIRE
557742,23250,VINTAGE RED TRIM ENAMEL BOWL ,12,6/22/2011 11:46,1.25,14911.0,EIRE
557742,23251,VINTAGE RED ENAMEL TRIM MUG ,12,6/22/2011 11:46,1.25,14911.0,EIRE
557742,23252,VINTAGE RED ENAMEL TRIM JUG ,8,6/22/2011 11:46,3.75,14911.0,EIRE
557742,84978,HANGING HEART JAR T-LIGHT HOLDER,36,6/22/2011 11:46,1.06,14911.0,EIRE
557742,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,6/22/2011 11:46,1.25,14911.0,EIRE
557742,23165,LARGE CERAMIC TOP STORAGE JAR,12,6/22/2011 11:46,1.65,14911.0,EIRE
557742,23167,SMALL CERAMIC TOP STORAGE JAR ,24,6/22/2011 11:46,0.83,14911.0,EIRE
557742,23169,CLASSIC GLASS COOKIE JAR,6,6/22/2011 11:46,4.15,14911.0,EIRE
557742,21658,GLASS  BEURRE DISH,24,6/22/2011 11:46,3.39,14911.0,EIRE
557742,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,12,6/22/2011 11:46,2.55,14911.0,EIRE
557872,22077,6 RIBBONS RUSTIC CHARM,12,6/23/2011 12:42,1.65,14911.0,EIRE
557872,22569,FELTCRAFT CUSHION BUTTERFLY,8,6/23/2011 12:42,3.75,14911.0,EIRE
557872,22570,FELTCRAFT CUSHION RABBIT,8,6/23/2011 12:42,3.75,14911.0,EIRE
557872,22147,FELTCRAFT BUTTERFLY HEARTS,12,6/23/2011 12:42,1.45,14911.0,EIRE
557872,21257,VICTORIAN SEWING BOX MEDIUM,2,6/23/2011 12:42,7.95,14911.0,EIRE
557872,23111,PARISIENNE SEWING BOX,1,6/23/2011 12:42,12.5,14911.0,EIRE
557872,82494L,WOODEN FRAME ANTIQUE WHITE ,6,6/23/2011 12:42,2.95,14911.0,EIRE
557872,22189,CREAM HEART CARD HOLDER,4,6/23/2011 12:42,3.95,14911.0,EIRE
557872,22620,4 TRADITIONAL SPINNING TOPS,12,6/23/2011 12:42,1.45,14911.0,EIRE
557872,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,6/23/2011 12:42,3.25,14911.0,EIRE
557872,84992,72 SWEETHEART FAIRY CAKE CASES,24,6/23/2011 12:42,0.55,14911.0,EIRE
557872,22417,PACK OF 60 SPACEBOY CAKE CASES,24,6/23/2011 12:42,0.55,14911.0,EIRE
557872,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,6/23/2011 12:42,0.55,14911.0,EIRE
557872,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,6/23/2011 12:42,4.95,14911.0,EIRE
557872,22993,SET OF 4 PANTRY JELLY MOULDS,12,6/23/2011 12:42,1.25,14911.0,EIRE
557872,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,6/23/2011 12:42,2.95,14911.0,EIRE
557872,20977,36 PENCILS TUBE WOODLAND,16,6/23/2011 12:42,1.25,14911.0,EIRE
557872,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,6/23/2011 12:42,2.95,14911.0,EIRE
557872,C2,CARRIAGE,1,6/23/2011 12:42,50.0,14911.0,EIRE
C557874,22961,JAM MAKING SET PRINTED,-1,6/23/2011 13:05,1.45,14911.0,EIRE
C557879,22960,JAM MAKING SET WITH JARS,-1,6/23/2011 13:15,4.25,14911.0,EIRE
557880,22961,JAM MAKING SET PRINTED,1,6/23/2011 13:16,1.45,14911.0,EIRE
558113,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,6/27/2011 8:48,4.95,14911.0,EIRE
558113,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,6/27/2011 8:48,4.95,14911.0,EIRE
558113,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,6/27/2011 8:48,1.25,14911.0,EIRE
558113,21175,GIN + TONIC DIET METAL SIGN,12,6/27/2011 8:48,2.55,14911.0,EIRE
558113,82494L,WOODEN FRAME ANTIQUE WHITE ,6,6/27/2011 8:48,2.95,14911.0,EIRE
558113,47590B,PINK HAPPY BIRTHDAY BUNTING,6,6/27/2011 8:48,5.45,14911.0,EIRE
558113,22382,LUNCH BAG SPACEBOY DESIGN ,10,6/27/2011 8:48,1.65,14911.0,EIRE
558113,23310,BUBBLEGUM RING ASSORTED,36,6/27/2011 8:48,0.42,14911.0,EIRE
558113,22197,POPCORN HOLDER,12,6/27/2011 8:48,0.85,14911.0,EIRE
558113,21914,BLUE HARMONICA IN BOX ,12,6/27/2011 8:48,1.25,14911.0,EIRE
558113,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,6/27/2011 8:48,0.29,14911.0,EIRE
558113,23202,JUMBO BAG VINTAGE LEAF,10,6/27/2011 8:48,2.08,14911.0,EIRE
558113,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,6/27/2011 8:48,4.15,14911.0,EIRE
558113,85099B,JUMBO BAG RED RETROSPOT,10,6/27/2011 8:48,2.08,14911.0,EIRE
558113,21535,RED RETROSPOT SMALL MILK JUG,6,6/27/2011 8:48,2.55,14911.0,EIRE
558113,21539,RED RETROSPOT BUTTER DISH,3,6/27/2011 8:48,4.95,14911.0,EIRE
558113,21533,RETROSPOT LARGE MILK JUG,3,6/27/2011 8:48,4.95,14911.0,EIRE
558113,22849,BREAD BIN DINER STYLE MINT,1,6/27/2011 8:48,16.95,14911.0,EIRE
558113,22846,BREAD BIN DINER STYLE RED ,1,6/27/2011 8:48,16.95,14911.0,EIRE
558113,22624,IVORY KITCHEN SCALES,2,6/27/2011 8:48,8.5,14911.0,EIRE
558113,21668,RED STRIPE CERAMIC DRAWER KNOB,12,6/27/2011 8:48,1.25,14911.0,EIRE
558113,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,6/27/2011 8:48,1.25,14911.0,EIRE
558113,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,6/27/2011 8:48,1.25,14911.0,EIRE
558113,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,6/27/2011 8:48,1.45,14911.0,EIRE
558113,22727,ALARM CLOCK BAKELIKE RED ,4,6/27/2011 8:48,3.75,14911.0,EIRE
558113,21174,POTTERING IN THE SHED METAL SIGN,12,6/27/2011 8:48,2.08,14911.0,EIRE
558113,21907,I'M ON HOLIDAY METAL SIGN,12,6/27/2011 8:48,2.1,14911.0,EIRE
558113,23099,FRENCH CARRIAGE LANTERN,2,6/27/2011 8:48,6.65,14911.0,EIRE
558113,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,12,6/27/2011 8:48,3.25,14911.0,EIRE
558113,22457,NATURAL SLATE HEART CHALKBOARD ,6,6/27/2011 8:48,2.95,14911.0,EIRE
558113,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,6/27/2011 8:48,7.95,14911.0,EIRE
558113,84879,ASSORTED COLOUR BIRD ORNAMENT,8,6/27/2011 8:48,1.69,14911.0,EIRE
558113,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,6/27/2011 8:48,3.75,14911.0,EIRE
558113,23142,IVORY WIRE KITCHEN ORGANISER,1,6/27/2011 8:48,10.4,14911.0,EIRE
558114,23298,SPOTTY BUNTING,6,6/27/2011 8:49,4.95,14911.0,EIRE
558114,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,6/27/2011 8:49,4.95,14911.0,EIRE
558114,23198,PANTRY MAGNETIC  SHOPPING LIST,12,6/27/2011 8:49,1.45,14911.0,EIRE
558114,23306,SET OF 36 DOILIES PANTRY DESIGN,12,6/27/2011 8:49,1.45,14911.0,EIRE
558114,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,6/27/2011 8:49,4.95,14911.0,EIRE
558114,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,6/27/2011 8:49,4.15,14911.0,EIRE
558114,22627,MINT KITCHEN SCALES,2,6/27/2011 8:49,8.5,14911.0,EIRE
558114,23032,DOORKNOB CRACKED GLAZE IVORY,6,6/27/2011 8:49,1.65,14911.0,EIRE
558114,23031,DOORKNOB CRACKED GLAZE PINK,6,6/27/2011 8:49,1.65,14911.0,EIRE
558114,23029,DOORKNOB CRACKED GLAZE GREEN,6,6/27/2011 8:49,1.65,14911.0,EIRE
558114,23028,DOORKNOB CRACKED GLAZE BLUE,6,6/27/2011 8:49,1.65,14911.0,EIRE
558114,23202,JUMBO BAG VINTAGE LEAF,10,6/27/2011 8:49,1.95,14911.0,EIRE
558431,15056N,EDWARDIAN PARASOL NATURAL,12,6/29/2011 12:15,5.95,14911.0,EIRE
558431,47566,PARTY BUNTING,4,6/29/2011 12:15,4.95,14911.0,EIRE
558431,22605,WOODEN CROQUET GARDEN SET,1,6/29/2011 12:15,14.95,14911.0,EIRE
558613,22374,AIRLINE BAG VINTAGE JET SET RED,4,6/30/2011 15:46,4.25,14911.0,EIRE
558613,48129,DOORMAT TOPIARY,2,6/30/2011 15:46,7.95,14911.0,EIRE
558613,22629,SPACEBOY LUNCH BOX ,12,6/30/2011 15:46,1.95,14911.0,EIRE
558613,22630,DOLLY GIRL LUNCH BOX,12,6/30/2011 15:46,1.95,14911.0,EIRE
558613,22556,PLASTERS IN TIN CIRCUS PARADE ,12,6/30/2011 15:46,1.65,14911.0,EIRE
558613,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,6/30/2011 15:46,1.95,14911.0,EIRE
558613,22607,WOODEN ROUNDERS GARDEN SET ,2,6/30/2011 15:46,9.95,14911.0,EIRE
558613,22605,WOODEN CROQUET GARDEN SET,4,6/30/2011 15:46,12.75,14911.0,EIRE
558613,22489,PACK OF 12 TRADITIONAL CRAYONS,24,6/30/2011 15:46,0.42,14911.0,EIRE
558613,22440,BALLOON WATER BOMB PACK OF 35,20,6/30/2011 15:46,0.42,14911.0,EIRE
558613,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,6/30/2011 15:46,11.95,14911.0,EIRE
558613,23176,ABC TREASURE BOOK BOX ,8,6/30/2011 15:46,2.25,14911.0,EIRE
558613,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,6/30/2011 15:46,1.69,14911.0,EIRE
558613,22149,FELTCRAFT 6 FLOWER FRIENDS,6,6/30/2011 15:46,2.1,14911.0,EIRE
558613,22904,CALENDAR PAPER CUT DESIGN,24,6/30/2011 15:46,2.95,14911.0,EIRE
558613,20977,36 PENCILS TUBE WOODLAND,16,6/30/2011 15:46,1.25,14911.0,EIRE
558613,21519,GIN & TONIC DIET GREETING CARD ,12,6/30/2011 15:46,0.42,14911.0,EIRE
558613,23207,LUNCH BAG ALPHABET DESIGN,10,6/30/2011 15:46,1.65,14911.0,EIRE
558613,20728,LUNCH BAG CARS BLUE,10,6/30/2011 15:46,1.65,14911.0,EIRE
558613,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,6/30/2011 15:46,2.08,14911.0,EIRE
558613,23201,JUMBO BAG ALPHABET,30,6/30/2011 15:46,2.08,14911.0,EIRE
558613,23202,JUMBO BAG VINTAGE LEAF,40,6/30/2011 15:46,2.08,14911.0,EIRE
558613,23235,STORAGE TIN VINTAGE LEAF,6,6/30/2011 15:46,2.89,14911.0,EIRE
558613,21972,SET OF 36 DINOSAUR PAPER DOILIES,12,6/30/2011 15:46,1.45,14911.0,EIRE
558613,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,6/30/2011 15:46,0.55,14911.0,EIRE
558613,21975,PACK OF 60 DINOSAUR CAKE CASES,24,6/30/2011 15:46,0.55,14911.0,EIRE
558613,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,6/30/2011 15:46,2.95,14911.0,EIRE
558613,21175,GIN + TONIC DIET METAL SIGN,12,6/30/2011 15:46,2.55,14911.0,EIRE
558613,21166,COOK WITH WINE METAL SIGN ,24,6/30/2011 15:46,2.08,14911.0,EIRE
558613,84580,MOUSE TOY WITH PINK T-SHIRT,6,6/30/2011 15:46,3.75,14911.0,EIRE
558640,21094,SET/6 RED SPOTTY PAPER PLATES,12,7/1/2011 8:58,0.85,14911.0,EIRE
558640,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,7/1/2011 8:58,0.85,14911.0,EIRE
558640,21770,OPEN CLOSED METAL SIGN,2,7/1/2011 8:58,4.95,14911.0,EIRE
558640,22969,HOMEMADE JAM SCENTED CANDLES,12,7/1/2011 8:58,1.45,14911.0,EIRE
558640,C2,CARRIAGE,1,7/1/2011 8:58,50.0,14911.0,EIRE
558640,22704,WRAP RED APPLES ,25,7/1/2011 8:58,0.42,14911.0,EIRE
558640,21467,CHERRY CROCHET FOOD COVER,6,7/1/2011 8:58,3.75,14911.0,EIRE
558640,21086,SET/6 RED SPOTTY PAPER CUPS,12,7/1/2011 8:58,0.65,14911.0,EIRE
559010,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,7/5/2011 12:50,4.95,14911.0,EIRE
559010,85066,CREAM SWEETHEART MINI CHEST,2,7/5/2011 12:50,12.75,14911.0,EIRE
559010,22797,CHEST OF DRAWERS GINGHAM HEART ,1,7/5/2011 12:50,16.95,14911.0,EIRE
559010,22180,RETROSPOT LAMP,2,7/5/2011 12:50,9.95,14911.0,EIRE
559010,22766,PHOTO FRAME CORNICE,8,7/5/2011 12:50,2.95,14911.0,EIRE
559010,22803,IVORY EMBROIDERED QUILT ,1,7/5/2011 12:50,39.95,14911.0,EIRE
559010,C2,CARRIAGE,1,7/5/2011 12:50,50.0,14911.0,EIRE
560036,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,24,7/14/2011 13:51,0.39,14911.0,EIRE
560036,22269,EGG CUP NATURAL CHICKEN,16,7/14/2011 13:51,0.39,14911.0,EIRE
560036,23186,FRENCH STYLE STORAGE JAR CAFE ,96,7/14/2011 13:51,0.29,14911.0,EIRE
560036,23187,FRENCH STYLE STORAGE JAR BONBONS,48,7/14/2011 13:51,0.29,14911.0,EIRE
560036,37342,POLKADOT COFFEE CUP & SAUCER PINK,24,7/14/2011 13:51,0.79,14911.0,EIRE
560036,85194S,HANGING SPRING FLOWER EGG SMALL,48,7/14/2011 13:51,0.19,14911.0,EIRE
560036,23201,JUMBO BAG ALPHABET,10,7/14/2011 13:51,2.08,14911.0,EIRE
560036,23202,JUMBO BAG VINTAGE LEAF,10,7/14/2011 13:51,2.08,14911.0,EIRE
560036,23203,JUMBO BAG DOILEY PATTERNS,10,7/14/2011 13:51,2.08,14911.0,EIRE
560036,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,7/14/2011 13:51,0.85,14911.0,EIRE
560036,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,6,7/14/2011 13:51,4.95,14911.0,EIRE
560036,48188,DOORMAT WELCOME PUPPIES,2,7/14/2011 13:51,7.95,14911.0,EIRE
560036,48187,DOORMAT NEW ENGLAND,2,7/14/2011 13:51,7.95,14911.0,EIRE
560036,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,7/14/2011 13:51,7.95,14911.0,EIRE
560036,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,7/14/2011 13:51,1.25,14911.0,EIRE
560036,21259,VICTORIAN SEWING BOX SMALL ,2,7/14/2011 13:51,5.95,14911.0,EIRE
560036,21172,PARTY METAL SIGN ,12,7/14/2011 13:51,1.45,14911.0,EIRE
560036,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,7/14/2011 13:51,2.95,14911.0,EIRE
560036,21469,POLKA DOT RAFFIA FOOD COVER,6,7/14/2011 13:51,3.75,14911.0,EIRE
560036,21467,CHERRY CROCHET FOOD COVER,6,7/14/2011 13:51,3.75,14911.0,EIRE
560036,22197,POPCORN HOLDER,48,7/14/2011 13:51,0.85,14911.0,EIRE
560036,37475,SET/4 COLOURFUL MIXING BOWLS,3,7/14/2011 13:51,9.95,14911.0,EIRE
560036,23171,REGENCY TEA PLATE GREEN ,12,7/14/2011 13:51,1.65,14911.0,EIRE
560036,23172,REGENCY TEA PLATE PINK,12,7/14/2011 13:51,1.65,14911.0,EIRE
560036,23170,REGENCY TEA PLATE ROSES ,12,7/14/2011 13:51,1.65,14911.0,EIRE
560036,22698,PINK REGENCY TEACUP AND SAUCER,6,7/14/2011 13:51,2.95,14911.0,EIRE
560036,22699,ROSES REGENCY TEACUP AND SAUCER ,6,7/14/2011 13:51,2.95,14911.0,EIRE
560036,22697,GREEN REGENCY TEACUP AND SAUCER,6,7/14/2011 13:51,2.95,14911.0,EIRE
560036,22425,ENAMEL COLANDER CREAM,6,7/14/2011 13:51,4.95,14911.0,EIRE
560036,22429,ENAMEL MEASURING JUG CREAM,8,7/14/2011 13:51,4.25,14911.0,EIRE
560036,22427,ENAMEL FLOWER JUG CREAM,3,7/14/2011 13:51,5.95,14911.0,EIRE
560036,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,7/14/2011 13:51,0.55,14911.0,EIRE
560036,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,7/14/2011 13:51,0.55,14911.0,EIRE
560036,84991,60 TEATIME FAIRY CAKE CASES,24,7/14/2011 13:51,0.55,14911.0,EIRE
560036,22424,ENAMEL BREAD BIN CREAM,1,7/14/2011 13:51,12.75,14911.0,EIRE
560036,22847,BREAD BIN DINER STYLE IVORY,4,7/14/2011 13:51,14.95,14911.0,EIRE
560036,22846,BREAD BIN DINER STYLE RED ,2,7/14/2011 13:51,16.95,14911.0,EIRE
560036,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,7/14/2011 13:51,4.95,14911.0,EIRE
560036,22979,PANTRY WASHING UP BRUSH,12,7/14/2011 13:51,1.45,14911.0,EIRE
560036,22980,PANTRY SCRUBBING BRUSH,12,7/14/2011 13:51,1.65,14911.0,EIRE
560036,22978,PANTRY ROLLING PIN,6,7/14/2011 13:51,3.75,14911.0,EIRE
560036,22993,SET OF 4 PANTRY JELLY MOULDS,12,7/14/2011 13:51,1.25,14911.0,EIRE
560036,23165,LARGE CERAMIC TOP STORAGE JAR,12,7/14/2011 13:51,1.65,14911.0,EIRE
560036,23167,SMALL CERAMIC TOP STORAGE JAR ,12,7/14/2011 13:51,0.83,14911.0,EIRE
560036,23209,LUNCH BAG DOILEY PATTERN ,10,7/14/2011 13:51,1.65,14911.0,EIRE
560036,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,7/14/2011 13:51,1.65,14911.0,EIRE
560036,22423,REGENCY CAKESTAND 3 TIER,16,7/14/2011 13:51,10.95,14911.0,EIRE
560300,22045,SPACEBOY GIFT WRAP,25,7/18/2011 10:29,0.42,14911.0,EIRE
560300,21499,BLUE POLKADOT WRAP,25,7/18/2011 10:29,0.42,14911.0,EIRE
560300,21500,PINK POLKADOT WRAP ,25,7/18/2011 10:29,0.42,14911.0,EIRE
560300,22709,WRAP WEDDING DAY,25,7/18/2011 10:29,0.42,14911.0,EIRE
560300,22985,WRAP BILLBOARD FONTS DESIGN,25,7/18/2011 10:29,0.42,14911.0,EIRE
560300,22367,CHILDRENS APRON SPACEBOY DESIGN,8,7/18/2011 10:29,1.95,14911.0,EIRE
560300,22899,CHILDREN'S APRON DOLLY GIRL ,6,7/18/2011 10:29,2.1,14911.0,EIRE
560300,21212,PACK OF 72 RETROSPOT CAKE CASES,24,7/18/2011 10:29,0.55,14911.0,EIRE
560300,21975,PACK OF 60 DINOSAUR CAKE CASES,24,7/18/2011 10:29,0.55,14911.0,EIRE
560300,22417,PACK OF 60 SPACEBOY CAKE CASES,24,7/18/2011 10:29,0.55,14911.0,EIRE
560300,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,7/18/2011 10:29,0.55,14911.0,EIRE
560300,84992,72 SWEETHEART FAIRY CAKE CASES,24,7/18/2011 10:29,0.55,14911.0,EIRE
560300,21356,TOAST ITS - FAIRY FLOWER,12,7/18/2011 10:29,1.25,14911.0,EIRE
560300,16259,PIECE OF CAMO STATIONERY SET,108,7/18/2011 10:29,0.08,14911.0,EIRE
560300,22991,GIRAFFE WOODEN RULER,12,7/18/2011 10:29,1.95,14911.0,EIRE
560300,22992,REVOLVER WOODEN RULER ,12,7/18/2011 10:29,1.95,14911.0,EIRE
560300,21642,ASSORTED TUTTI FRUTTI PEN,24,7/18/2011 10:29,0.29,14911.0,EIRE
560300,22608,PENS ASSORTED FUNKY JEWELED ,36,7/18/2011 10:29,0.19,14911.0,EIRE
560300,16045,POPART WOODEN PENCILS ASST,100,7/18/2011 10:29,0.04,14911.0,EIRE
560300,21059,PARTY INVITES DINOSAURS,12,7/18/2011 10:29,0.85,14911.0,EIRE
560300,21061,PARTY INVITES FOOTBALL,12,7/18/2011 10:29,0.85,14911.0,EIRE
560300,21060,PARTY INVITES BALLOON GIRL,12,7/18/2011 10:29,0.85,14911.0,EIRE
560300,21058,PARTY INVITES WOODLAND,12,7/18/2011 10:29,0.85,14911.0,EIRE
560300,22434,BALLOON PUMP WITH 10 BALLOONS,8,7/18/2011 10:29,1.95,14911.0,EIRE
